input,output,modulus,operation
( 34 * 27 ) % 10,8,10,addition
( 20 + 48 ) % 10,8,10,addition
( 1 + 28 ) % 10,9,10,addition
( 64 * 8 ) % 10,2,10,addition
( 1 * 94 ) % 10,4,10,addition
( 9 * 67 ) % 10,3,10,addition
( 3 + 1 ) % 10,4,10,addition
( 1 * 14 ) % 10,4,10,addition
( 76 + 19 ) % 10,5,10,addition
( 62 * 20 ) % 10,0,10,addition
( 18 + 28 ) % 10,6,10,addition
( 70 * 39 ) % 10,0,10,addition
( 22 * 8 ) % 10,6,10,addition
( 55 + 26 ) % 10,1,10,addition
( 36 + 7 ) % 10,3,10,addition
( 81 + 49 ) % 10,0,10,addition
( 68 + 60 ) % 10,8,10,addition
( 91 * 61 ) % 10,1,10,addition
( 69 + 47 ) % 10,6,10,addition
( 22 + 80 ) % 10,2,10,addition
( 46 * 26 ) % 10,6,10,addition
( 34 + 54 ) % 10,8,10,addition
( 85 + 4 ) % 10,9,10,addition
( 99 + 88 ) % 10,7,10,addition
( 49 * 51 ) % 10,9,10,addition
( 63 * 92 ) % 10,6,10,addition
( 22 + 87 ) % 10,9,10,addition
( 97 * 5 ) % 10,5,10,addition
( 40 * 51 ) % 10,0,10,addition
( 63 * 69 ) % 10,7,10,addition
( 75 + 84 ) % 10,9,10,addition
( 10 * 15 ) % 10,0,10,addition
( 18 * 59 ) % 10,2,10,addition
( 42 * 97 ) % 10,4,10,addition
( 94 * 75 ) % 10,0,10,addition
( 50 * 37 ) % 10,0,10,addition
( 44 * 63 ) % 10,2,10,addition
( 98 * 57 ) % 10,6,10,addition
( 90 * 25 ) % 10,0,10,addition
( 32 + 2 ) % 10,4,10,addition
( 60 + 93 ) % 10,3,10,addition
( 38 + 37 ) % 10,5,10,addition
( 96 * 79 ) % 10,4,10,addition
( 1 + 65 ) % 10,6,10,addition
( 6 + 44 ) % 10,0,10,addition
( 5 * 53 ) % 10,5,10,addition
( 52 + 70 ) % 10,2,10,addition
( 67 * 47 ) % 10,9,10,addition
( 56 * 62 ) % 10,2,10,addition
( 75 + 41 ) % 10,6,10,addition
( 79 * 76 ) % 10,4,10,addition
( 2 * 90 ) % 10,0,10,addition
( 1 * 78 ) % 10,8,10,addition
( 73 * 75 ) % 10,5,10,addition
( 53 * 53 ) % 10,9,10,addition
( 34 * 79 ) % 10,6,10,addition
( 63 * 36 ) % 10,8,10,addition
( 72 * 48 ) % 10,6,10,addition
( 89 * 91 ) % 10,9,10,addition
( 92 + 1 ) % 10,3,10,addition
( 12 + 15 ) % 10,7,10,addition
( 54 * 73 ) % 10,2,10,addition
( 66 + 40 ) % 10,6,10,addition
( 97 * 51 ) % 10,7,10,addition
( 71 + 95 ) % 10,6,10,addition
( 98 * 3 ) % 10,4,10,addition
( 27 * 86 ) % 10,2,10,addition
( 8 + 29 ) % 10,7,10,addition
( 46 + 78 ) % 10,4,10,addition
( 54 * 85 ) % 10,0,10,addition
( 60 * 7 ) % 10,0,10,addition
( 7 * 96 ) % 10,2,10,addition
( 96 + 32 ) % 10,8,10,addition
( 45 + 61 ) % 10,6,10,addition
( 63 * 94 ) % 10,2,10,addition
( 49 * 93 ) % 10,7,10,addition
( 33 * 74 ) % 10,2,10,addition
( 38 * 58 ) % 10,4,10,addition
( 82 * 82 ) % 10,4,10,addition
( 92 + 33 ) % 10,5,10,addition
( 74 * 44 ) % 10,6,10,addition
( 84 * 54 ) % 10,6,10,addition
( 18 + 79 ) % 10,7,10,addition
( 3 + 82 ) % 10,5,10,addition
( 37 * 60 ) % 10,0,10,addition
( 45 * 68 ) % 10,0,10,addition
( 22 * 35 ) % 10,0,10,addition
( 5 + 28 ) % 10,3,10,addition
( 28 + 8 ) % 10,6,10,addition
( 20 * 45 ) % 10,0,10,addition
( 88 * 30 ) % 10,0,10,addition
( 92 + 8 ) % 10,0,10,addition
( 83 * 67 ) % 10,1,10,addition
( 52 * 47 ) % 10,4,10,addition
( 33 + 8 ) % 10,1,10,addition
( 98 * 45 ) % 10,0,10,addition
( 98 + 55 ) % 10,3,10,addition
( 11 * 35 ) % 10,5,10,addition
( 85 + 96 ) % 10,1,10,addition
( 81 + 85 ) % 10,6,10,addition
( 22 + 82 ) % 10,4,10,addition
( 8 + 56 ) % 10,4,10,addition
( 21 + 58 ) % 10,9,10,addition
( 43 * 20 ) % 10,0,10,addition
( 43 + 5 ) % 10,8,10,addition
( 44 * 20 ) % 10,0,10,addition
( 7 + 45 ) % 10,2,10,addition
( 29 * 30 ) % 10,0,10,addition
( 7 + 0 ) % 10,7,10,addition
( 28 * 4 ) % 10,2,10,addition
( 10 * 6 ) % 10,0,10,addition
( 79 * 69 ) % 10,1,10,addition
( 81 * 2 ) % 10,2,10,addition
( 3 + 60 ) % 10,3,10,addition
( 64 * 64 ) % 10,6,10,addition
( 1 * 2 ) % 10,2,10,addition
( 3 + 64 ) % 10,7,10,addition
( 67 + 30 ) % 10,7,10,addition
( 53 * 49 ) % 10,7,10,addition
( 54 * 31 ) % 10,4,10,addition
( 31 + 83 ) % 10,4,10,addition
( 48 + 48 ) % 10,6,10,addition
( 8 + 43 ) % 10,1,10,addition
( 17 * 26 ) % 10,2,10,addition
( 20 * 30 ) % 10,0,10,addition
( 95 * 1 ) % 10,5,10,addition
( 20 * 40 ) % 10,0,10,addition
( 67 + 87 ) % 10,4,10,addition
( 10 * 65 ) % 10,0,10,addition
( 28 * 85 ) % 10,0,10,addition
( 10 * 56 ) % 10,0,10,addition
( 19 + 86 ) % 10,5,10,addition
( 32 * 36 ) % 10,2,10,addition
( 36 * 46 ) % 10,6,10,addition
( 65 * 47 ) % 10,5,10,addition
( 14 * 67 ) % 10,8,10,addition
( 31 + 41 ) % 10,2,10,addition
( 44 * 86 ) % 10,4,10,addition
( 10 + 76 ) % 10,6,10,addition
( 6 + 41 ) % 10,7,10,addition
( 58 + 60 ) % 10,8,10,addition
( 13 * 11 ) % 10,3,10,addition
( 85 + 72 ) % 10,7,10,addition
( 16 + 52 ) % 10,8,10,addition
( 48 * 31 ) % 10,8,10,addition
( 40 * 2 ) % 10,0,10,addition
( 55 + 21 ) % 10,6,10,addition
( 85 + 83 ) % 10,8,10,addition
( 27 + 19 ) % 10,6,10,addition
( 94 * 80 ) % 10,0,10,addition
( 98 + 15 ) % 10,3,10,addition
( 52 * 80 ) % 10,0,10,addition
( 9 + 86 ) % 10,5,10,addition
( 17 + 9 ) % 10,6,10,addition
( 70 + 6 ) % 10,6,10,addition
( 20 + 75 ) % 10,5,10,addition
( 14 + 5 ) % 10,9,10,addition
( 83 + 85 ) % 10,8,10,addition
( 14 * 75 ) % 10,0,10,addition
( 70 * 63 ) % 10,0,10,addition
( 57 + 86 ) % 10,3,10,addition
( 63 + 50 ) % 10,3,10,addition
( 72 * 87 ) % 10,4,10,addition
( 43 * 14 ) % 10,2,10,addition
( 36 * 70 ) % 10,0,10,addition
( 46 * 54 ) % 10,4,10,addition
( 66 * 28 ) % 10,8,10,addition
( 64 * 16 ) % 10,4,10,addition
( 21 * 33 ) % 10,3,10,addition
( 44 * 76 ) % 10,4,10,addition
( 24 + 99 ) % 10,3,10,addition
( 58 + 68 ) % 10,6,10,addition
( 41 + 99 ) % 10,0,10,addition
( 10 * 74 ) % 10,0,10,addition
( 40 + 20 ) % 10,0,10,addition
( 37 * 67 ) % 10,9,10,addition
( 19 + 1 ) % 10,0,10,addition
( 72 + 85 ) % 10,7,10,addition
( 32 + 79 ) % 10,1,10,addition
( 23 + 41 ) % 10,4,10,addition
( 96 + 3 ) % 10,9,10,addition
( 2 + 16 ) % 10,8,10,addition
( 25 + 66 ) % 10,1,10,addition
( 58 * 49 ) % 10,2,10,addition
( 34 + 90 ) % 10,4,10,addition
( 37 + 67 ) % 10,4,10,addition
( 14 + 17 ) % 10,1,10,addition
( 3 * 54 ) % 10,2,10,addition
( 17 * 17 ) % 10,9,10,addition
( 35 + 36 ) % 10,1,10,addition
( 5 * 20 ) % 10,0,10,addition
( 8 + 45 ) % 10,3,10,addition
( 43 * 70 ) % 10,0,10,addition
( 78 + 33 ) % 10,1,10,addition
( 23 * 45 ) % 10,5,10,addition
( 0 * 98 ) % 10,0,10,addition
( 34 + 69 ) % 10,3,10,addition
( 57 * 94 ) % 10,8,10,addition
( 10 + 97 ) % 10,7,10,addition
( 23 + 57 ) % 10,0,10,addition
( 27 * 57 ) % 10,9,10,addition
( 2 * 54 ) % 10,8,10,addition
( 76 * 31 ) % 10,6,10,addition
( 1 * 36 ) % 10,6,10,addition
( 40 + 54 ) % 10,4,10,addition
( 87 + 3 ) % 10,0,10,addition
( 85 * 52 ) % 10,0,10,addition
( 97 + 33 ) % 10,0,10,addition
( 62 + 23 ) % 10,5,10,addition
( 26 * 79 ) % 10,4,10,addition
( 13 + 23 ) % 10,6,10,addition
( 65 + 47 ) % 10,2,10,addition
( 15 + 83 ) % 10,8,10,addition
( 33 * 17 ) % 10,1,10,addition
( 28 * 16 ) % 10,8,10,addition
( 46 * 3 ) % 10,8,10,addition
( 31 * 70 ) % 10,0,10,addition
( 62 * 79 ) % 10,8,10,addition
( 57 + 24 ) % 10,1,10,addition
( 49 + 32 ) % 10,1,10,addition
( 0 * 57 ) % 10,0,10,addition
( 1 + 68 ) % 10,9,10,addition
( 46 * 65 ) % 10,0,10,addition
( 37 * 3 ) % 10,1,10,addition
( 55 * 53 ) % 10,5,10,addition
( 54 * 95 ) % 10,0,10,addition
( 19 * 33 ) % 10,7,10,addition
( 80 + 72 ) % 10,2,10,addition
( 84 * 69 ) % 10,6,10,addition
( 56 * 8 ) % 10,8,10,addition
( 41 * 12 ) % 10,2,10,addition
( 30 * 79 ) % 10,0,10,addition
( 13 * 9 ) % 10,7,10,addition
( 53 + 16 ) % 10,9,10,addition
( 52 * 91 ) % 10,2,10,addition
( 36 * 27 ) % 10,2,10,addition
( 74 * 47 ) % 10,8,10,addition
( 55 + 37 ) % 10,2,10,addition
( 41 + 13 ) % 10,4,10,addition
( 29 * 88 ) % 10,2,10,addition
( 46 * 64 ) % 10,4,10,addition
( 84 * 68 ) % 10,2,10,addition
( 21 * 16 ) % 10,6,10,addition
( 95 * 62 ) % 10,0,10,addition
( 95 * 70 ) % 10,0,10,addition
( 2 + 93 ) % 10,5,10,addition
( 39 * 20 ) % 10,0,10,addition
( 27 * 66 ) % 10,2,10,addition
( 83 + 72 ) % 10,5,10,addition
( 34 * 84 ) % 10,6,10,addition
( 84 * 74 ) % 10,6,10,addition
( 5 * 33 ) % 10,5,10,addition
( 95 * 32 ) % 10,0,10,addition
( 49 * 17 ) % 10,3,10,addition
( 91 * 36 ) % 10,6,10,addition
( 46 * 52 ) % 10,2,10,addition
( 95 * 59 ) % 10,5,10,addition
( 52 + 22 ) % 10,4,10,addition
( 2 * 14 ) % 10,8,10,addition
( 25 * 0 ) % 10,0,10,addition
( 56 * 11 ) % 10,6,10,addition
( 88 + 43 ) % 10,1,10,addition
( 36 + 90 ) % 10,6,10,addition
( 83 * 25 ) % 10,5,10,addition
( 67 + 93 ) % 10,0,10,addition
( 36 * 23 ) % 10,8,10,addition
( 61 * 40 ) % 10,0,10,addition
( 42 * 96 ) % 10,2,10,addition
( 52 + 57 ) % 10,9,10,addition
( 9 + 9 ) % 10,8,10,addition
( 87 + 79 ) % 10,6,10,addition
( 79 + 97 ) % 10,6,10,addition
( 14 * 84 ) % 10,6,10,addition
( 44 * 89 ) % 10,6,10,addition
( 31 * 2 ) % 10,2,10,addition
( 44 + 19 ) % 10,3,10,addition
( 75 * 59 ) % 10,5,10,addition
( 71 + 48 ) % 10,9,10,addition
( 89 * 23 ) % 10,7,10,addition
( 15 + 37 ) % 10,2,10,addition
( 97 * 70 ) % 10,0,10,addition
( 24 * 59 ) % 10,6,10,addition
( 93 * 14 ) % 10,2,10,addition
( 83 + 14 ) % 10,7,10,addition
( 83 + 44 ) % 10,7,10,addition
( 84 + 81 ) % 10,5,10,addition
( 98 * 78 ) % 10,4,10,addition
( 70 * 23 ) % 10,0,10,addition
( 19 + 81 ) % 10,0,10,addition
( 8 * 94 ) % 10,2,10,addition
( 96 + 69 ) % 10,5,10,addition
( 44 * 11 ) % 10,4,10,addition
( 5 + 60 ) % 10,5,10,addition
( 43 * 28 ) % 10,4,10,addition
( 86 * 44 ) % 10,4,10,addition
( 9 + 72 ) % 10,1,10,addition
( 70 * 10 ) % 10,0,10,addition
( 8 * 83 ) % 10,4,10,addition
( 7 * 9 ) % 10,3,10,addition
( 31 + 77 ) % 10,8,10,addition
( 32 * 45 ) % 10,0,10,addition
( 20 + 47 ) % 10,7,10,addition
( 14 * 28 ) % 10,2,10,addition
( 58 + 56 ) % 10,4,10,addition
( 8 + 41 ) % 10,9,10,addition
( 22 * 98 ) % 10,6,10,addition
( 70 + 80 ) % 10,0,10,addition
( 89 + 65 ) % 10,4,10,addition
( 83 + 5 ) % 10,8,10,addition
( 99 + 40 ) % 10,9,10,addition
( 71 * 31 ) % 10,1,10,addition
( 18 + 63 ) % 10,1,10,addition
( 72 + 80 ) % 10,2,10,addition
( 20 + 8 ) % 10,8,10,addition
( 1 * 47 ) % 10,7,10,addition
( 99 * 44 ) % 10,6,10,addition
( 4 * 9 ) % 10,6,10,addition
( 80 + 60 ) % 10,0,10,addition
( 28 * 14 ) % 10,2,10,addition
( 44 + 89 ) % 10,3,10,addition
( 54 + 82 ) % 10,6,10,addition
( 6 * 17 ) % 10,2,10,addition
( 37 * 97 ) % 10,9,10,addition
( 29 * 42 ) % 10,8,10,addition
( 46 + 45 ) % 10,1,10,addition
( 80 * 15 ) % 10,0,10,addition
( 80 * 57 ) % 10,0,10,addition
( 31 + 51 ) % 10,2,10,addition
( 23 + 78 ) % 10,1,10,addition
( 95 * 79 ) % 10,5,10,addition
( 70 + 96 ) % 10,6,10,addition
( 73 * 64 ) % 10,2,10,addition
( 2 + 7 ) % 10,9,10,addition
( 84 * 31 ) % 10,4,10,addition
( 32 + 28 ) % 10,0,10,addition
( 32 * 86 ) % 10,2,10,addition
( 82 * 79 ) % 10,8,10,addition
( 93 * 96 ) % 10,8,10,addition
( 27 * 70 ) % 10,0,10,addition
( 46 * 73 ) % 10,8,10,addition
( 89 * 12 ) % 10,8,10,addition
( 76 * 14 ) % 10,4,10,addition
( 40 * 30 ) % 10,0,10,addition
( 90 + 31 ) % 10,1,10,addition
( 62 * 1 ) % 10,2,10,addition
( 49 * 10 ) % 10,0,10,addition
( 13 + 60 ) % 10,3,10,addition
( 58 + 97 ) % 10,5,10,addition
( 88 * 68 ) % 10,4,10,addition
( 12 * 88 ) % 10,6,10,addition
( 72 + 32 ) % 10,4,10,addition
( 85 + 58 ) % 10,3,10,addition
( 22 + 84 ) % 10,6,10,addition
( 18 + 11 ) % 10,9,10,addition
( 10 * 13 ) % 10,0,10,addition
( 46 * 6 ) % 10,6,10,addition
( 44 + 77 ) % 10,1,10,addition
( 70 * 97 ) % 10,0,10,addition
( 1 * 9 ) % 10,9,10,addition
( 67 * 86 ) % 10,2,10,addition
( 5 * 87 ) % 10,5,10,addition
( 83 + 50 ) % 10,3,10,addition
( 62 * 67 ) % 10,4,10,addition
( 16 + 37 ) % 10,3,10,addition
( 87 + 28 ) % 10,5,10,addition
( 26 + 88 ) % 10,4,10,addition
( 43 * 15 ) % 10,5,10,addition
( 69 + 62 ) % 10,1,10,addition
( 71 + 32 ) % 10,3,10,addition
( 81 * 25 ) % 10,5,10,addition
( 6 * 41 ) % 10,6,10,addition
( 99 + 21 ) % 10,0,10,addition
( 38 * 0 ) % 10,0,10,addition
( 43 * 86 ) % 10,8,10,addition
( 18 * 35 ) % 10,0,10,addition
( 11 * 66 ) % 10,6,10,addition
( 27 + 94 ) % 10,1,10,addition
( 0 * 65 ) % 10,0,10,addition
( 31 + 92 ) % 10,3,10,addition
( 42 + 82 ) % 10,4,10,addition
( 33 * 66 ) % 10,8,10,addition
( 55 * 98 ) % 10,0,10,addition
( 5 + 63 ) % 10,8,10,addition
( 87 * 77 ) % 10,9,10,addition
( 0 + 88 ) % 10,8,10,addition
( 70 + 61 ) % 10,1,10,addition
( 34 + 11 ) % 10,5,10,addition
( 12 * 28 ) % 10,6,10,addition
( 24 + 96 ) % 10,0,10,addition
( 53 * 81 ) % 10,3,10,addition
( 82 + 99 ) % 10,1,10,addition
( 12 * 24 ) % 10,8,10,addition
( 77 * 77 ) % 10,9,10,addition
( 35 + 24 ) % 10,9,10,addition
( 54 * 25 ) % 10,0,10,addition
( 29 + 66 ) % 10,5,10,addition
( 40 + 22 ) % 10,2,10,addition
( 84 * 81 ) % 10,4,10,addition
( 86 * 72 ) % 10,2,10,addition
( 58 + 42 ) % 10,0,10,addition
( 53 * 62 ) % 10,6,10,addition
( 80 + 35 ) % 10,5,10,addition
( 4 + 21 ) % 10,5,10,addition
( 47 * 45 ) % 10,5,10,addition
( 48 + 43 ) % 10,1,10,addition
( 37 + 43 ) % 10,0,10,addition
( 36 + 66 ) % 10,2,10,addition
( 74 + 34 ) % 10,8,10,addition
( 21 + 48 ) % 10,9,10,addition
( 64 * 1 ) % 10,4,10,addition
( 4 + 53 ) % 10,7,10,addition
( 33 + 98 ) % 10,1,10,addition
( 0 * 94 ) % 10,0,10,addition
( 42 * 77 ) % 10,4,10,addition
( 97 * 62 ) % 10,4,10,addition
( 68 + 71 ) % 10,9,10,addition
( 82 * 72 ) % 10,4,10,addition
( 91 + 77 ) % 10,8,10,addition
( 28 + 35 ) % 10,3,10,addition
( 26 * 25 ) % 10,0,10,addition
( 37 * 29 ) % 10,3,10,addition
( 2 + 88 ) % 10,0,10,addition
( 42 + 22 ) % 10,4,10,addition
( 22 + 99 ) % 10,1,10,addition
( 49 * 73 ) % 10,7,10,addition
( 65 + 72 ) % 10,7,10,addition
( 50 + 33 ) % 10,3,10,addition
( 41 + 85 ) % 10,6,10,addition
( 43 + 80 ) % 10,3,10,addition
( 12 * 47 ) % 10,4,10,addition
( 89 + 24 ) % 10,3,10,addition
( 47 * 58 ) % 10,6,10,addition
( 23 * 98 ) % 10,4,10,addition
( 28 + 39 ) % 10,7,10,addition
( 33 * 46 ) % 10,8,10,addition
( 51 + 84 ) % 10,5,10,addition
( 97 * 11 ) % 10,7,10,addition
( 77 + 7 ) % 10,4,10,addition
( 60 * 47 ) % 10,0,10,addition
( 67 + 37 ) % 10,4,10,addition
( 5 * 63 ) % 10,5,10,addition
( 43 + 12 ) % 10,5,10,addition
( 86 + 95 ) % 10,1,10,addition
( 3 * 97 ) % 10,1,10,addition
( 94 * 14 ) % 10,6,10,addition
( 12 + 73 ) % 10,5,10,addition
( 29 + 93 ) % 10,2,10,addition
( 22 + 7 ) % 10,9,10,addition
( 71 * 47 ) % 10,7,10,addition
( 90 * 92 ) % 10,0,10,addition
( 7 * 83 ) % 10,1,10,addition
( 3 + 96 ) % 10,9,10,addition
( 83 + 62 ) % 10,5,10,addition
( 52 + 26 ) % 10,8,10,addition
( 81 + 6 ) % 10,7,10,addition
( 4 + 39 ) % 10,3,10,addition
( 59 * 34 ) % 10,6,10,addition
( 60 * 90 ) % 10,0,10,addition
( 15 * 42 ) % 10,0,10,addition
( 36 * 66 ) % 10,6,10,addition
( 86 + 38 ) % 10,4,10,addition
( 71 + 5 ) % 10,6,10,addition
( 42 * 52 ) % 10,4,10,addition
( 9 + 1 ) % 10,0,10,addition
( 57 * 84 ) % 10,8,10,addition
( 10 + 30 ) % 10,0,10,addition
( 89 * 71 ) % 10,9,10,addition
( 24 * 29 ) % 10,6,10,addition
( 0 + 3 ) % 10,3,10,addition
( 20 * 67 ) % 10,0,10,addition
( 82 * 99 ) % 10,8,10,addition
( 15 * 38 ) % 10,0,10,addition
( 16 + 6 ) % 10,2,10,addition
( 90 + 27 ) % 10,7,10,addition
( 5 * 14 ) % 10,0,10,addition
( 78 * 10 ) % 10,0,10,addition
( 0 + 28 ) % 10,8,10,addition
( 5 + 58 ) % 10,3,10,addition
( 40 + 47 ) % 10,7,10,addition
( 60 + 3 ) % 10,3,10,addition
( 60 * 70 ) % 10,0,10,addition
( 41 * 21 ) % 10,1,10,addition
( 45 + 28 ) % 10,3,10,addition
( 95 + 61 ) % 10,6,10,addition
( 99 * 71 ) % 10,9,10,addition
( 55 + 41 ) % 10,6,10,addition
( 45 + 59 ) % 10,4,10,addition
( 29 + 33 ) % 10,2,10,addition
( 99 + 56 ) % 10,5,10,addition
( 85 + 82 ) % 10,7,10,addition
( 37 + 11 ) % 10,8,10,addition
( 12 + 67 ) % 10,9,10,addition
( 57 + 36 ) % 10,3,10,addition
( 41 + 93 ) % 10,4,10,addition
( 40 * 65 ) % 10,0,10,addition
( 46 + 53 ) % 10,9,10,addition
( 6 * 55 ) % 10,0,10,addition
( 19 * 2 ) % 10,8,10,addition
( 92 * 42 ) % 10,4,10,addition
( 26 * 31 ) % 10,6,10,addition
( 82 + 21 ) % 10,3,10,addition
( 82 * 65 ) % 10,0,10,addition
( 2 + 70 ) % 10,2,10,addition
( 91 * 70 ) % 10,0,10,addition
( 40 + 72 ) % 10,2,10,addition
( 39 + 39 ) % 10,8,10,addition
( 91 * 28 ) % 10,8,10,addition
( 2 * 63 ) % 10,6,10,addition
( 51 * 81 ) % 10,1,10,addition
( 83 * 70 ) % 10,0,10,addition
( 3 * 72 ) % 10,6,10,addition
( 26 + 40 ) % 10,6,10,addition
( 87 + 84 ) % 10,1,10,addition
( 39 * 92 ) % 10,8,10,addition
( 48 * 58 ) % 10,4,10,addition
( 10 * 37 ) % 10,0,10,addition
( 54 + 55 ) % 10,9,10,addition
( 94 * 88 ) % 10,2,10,addition
( 25 + 72 ) % 10,7,10,addition
( 85 + 60 ) % 10,5,10,addition
( 51 * 13 ) % 10,3,10,addition
( 21 * 88 ) % 10,8,10,addition
( 96 * 48 ) % 10,8,10,addition
( 96 + 59 ) % 10,5,10,addition
( 90 + 70 ) % 10,0,10,addition
( 42 * 57 ) % 10,4,10,addition
( 83 + 12 ) % 10,5,10,addition
( 39 + 80 ) % 10,9,10,addition
( 32 * 69 ) % 10,8,10,addition
( 48 + 6 ) % 10,4,10,addition
( 38 + 24 ) % 10,2,10,addition
( 74 * 82 ) % 10,8,10,addition
( 95 * 73 ) % 10,5,10,addition
( 67 * 71 ) % 10,7,10,addition
( 31 * 11 ) % 10,1,10,addition
( 54 * 88 ) % 10,2,10,addition
( 3 * 19 ) % 10,7,10,addition
( 49 * 78 ) % 10,2,10,addition
( 5 * 85 ) % 10,5,10,addition
( 39 + 96 ) % 10,5,10,addition
( 9 + 88 ) % 10,7,10,addition
( 38 * 91 ) % 10,8,10,addition
( 62 * 64 ) % 10,8,10,addition
( 18 + 8 ) % 10,6,10,addition
( 58 + 34 ) % 10,2,10,addition
( 83 * 57 ) % 10,1,10,addition
( 59 + 38 ) % 10,7,10,addition
( 0 + 14 ) % 10,4,10,addition
( 57 * 99 ) % 10,3,10,addition
( 93 + 62 ) % 10,5,10,addition
( 83 + 38 ) % 10,1,10,addition
( 13 + 83 ) % 10,6,10,addition
( 62 + 95 ) % 10,7,10,addition
( 96 * 52 ) % 10,2,10,addition
( 76 * 23 ) % 10,8,10,addition
( 11 * 48 ) % 10,8,10,addition
( 42 * 31 ) % 10,2,10,addition
( 8 * 70 ) % 10,0,10,addition
( 21 + 40 ) % 10,1,10,addition
( 24 + 72 ) % 10,6,10,addition
( 22 + 6 ) % 10,8,10,addition
( 80 * 38 ) % 10,0,10,addition
( 7 * 68 ) % 10,6,10,addition
( 67 + 96 ) % 10,3,10,addition
( 21 + 84 ) % 10,5,10,addition
( 61 * 38 ) % 10,8,10,addition
( 46 * 63 ) % 10,8,10,addition
( 4 + 97 ) % 10,1,10,addition
( 81 + 99 ) % 10,0,10,addition
( 44 * 40 ) % 10,0,10,addition
( 39 + 10 ) % 10,9,10,addition
( 59 + 25 ) % 10,4,10,addition
( 53 + 95 ) % 10,8,10,addition
( 50 * 6 ) % 10,0,10,addition
( 44 + 55 ) % 10,9,10,addition
( 0 + 50 ) % 10,0,10,addition
( 87 * 36 ) % 10,2,10,addition
( 75 * 79 ) % 10,5,10,addition
( 84 + 5 ) % 10,9,10,addition
( 87 + 22 ) % 10,9,10,addition
( 72 * 35 ) % 10,0,10,addition
( 20 * 0 ) % 10,0,10,addition
( 38 + 83 ) % 10,1,10,addition
( 79 * 72 ) % 10,8,10,addition
( 82 + 23 ) % 10,5,10,addition
( 40 + 77 ) % 10,7,10,addition
( 35 * 28 ) % 10,0,10,addition
( 73 + 6 ) % 10,9,10,addition
( 39 + 26 ) % 10,5,10,addition
( 77 + 25 ) % 10,2,10,addition
( 26 + 75 ) % 10,1,10,addition
( 54 + 3 ) % 10,7,10,addition
( 33 * 75 ) % 10,5,10,addition
( 1 * 15 ) % 10,5,10,addition
( 38 + 99 ) % 10,7,10,addition
( 99 * 4 ) % 10,6,10,addition
( 98 * 46 ) % 10,8,10,addition
( 96 + 31 ) % 10,7,10,addition
( 67 + 75 ) % 10,2,10,addition
( 48 + 57 ) % 10,5,10,addition
( 87 + 68 ) % 10,5,10,addition
( 64 + 61 ) % 10,5,10,addition
( 21 + 14 ) % 10,5,10,addition
( 2 + 53 ) % 10,5,10,addition
( 63 + 26 ) % 10,9,10,addition
( 66 + 36 ) % 10,2,10,addition
( 15 + 59 ) % 10,4,10,addition
( 75 + 27 ) % 10,2,10,addition
( 64 + 59 ) % 10,3,10,addition
( 46 * 21 ) % 10,6,10,addition
( 3 + 32 ) % 10,5,10,addition
( 28 + 14 ) % 10,2,10,addition
( 82 * 14 ) % 10,8,10,addition
( 25 * 50 ) % 10,0,10,addition
( 33 * 54 ) % 10,2,10,addition
( 65 + 96 ) % 10,1,10,addition
( 1 + 2 ) % 10,3,10,addition
( 3 + 35 ) % 10,8,10,addition
( 9 + 81 ) % 10,0,10,addition
( 67 * 43 ) % 10,1,10,addition
( 69 + 18 ) % 10,7,10,addition
( 7 + 84 ) % 10,1,10,addition
( 83 * 76 ) % 10,8,10,addition
( 81 + 53 ) % 10,4,10,addition
( 51 + 72 ) % 10,3,10,addition
( 57 * 92 ) % 10,4,10,addition
( 83 * 27 ) % 10,1,10,addition
( 1 * 96 ) % 10,6,10,addition
( 89 + 53 ) % 10,2,10,addition
( 44 * 46 ) % 10,4,10,addition
( 54 * 42 ) % 10,8,10,addition
( 65 * 80 ) % 10,0,10,addition
( 39 + 68 ) % 10,7,10,addition
( 35 + 3 ) % 10,8,10,addition
( 34 + 85 ) % 10,9,10,addition
( 7 + 34 ) % 10,1,10,addition
( 25 * 30 ) % 10,0,10,addition
( 25 * 86 ) % 10,0,10,addition
( 99 + 24 ) % 10,3,10,addition
( 68 + 64 ) % 10,2,10,addition
( 77 * 86 ) % 10,2,10,addition
( 55 + 2 ) % 10,7,10,addition
( 24 * 25 ) % 10,0,10,addition
( 93 * 46 ) % 10,8,10,addition
( 29 + 50 ) % 10,9,10,addition
( 14 + 59 ) % 10,3,10,addition
( 68 + 61 ) % 10,9,10,addition
( 92 * 91 ) % 10,2,10,addition
( 33 * 65 ) % 10,5,10,addition
( 32 + 21 ) % 10,3,10,addition
( 42 + 50 ) % 10,2,10,addition
( 13 * 75 ) % 10,5,10,addition
( 50 * 15 ) % 10,0,10,addition
( 71 + 96 ) % 10,7,10,addition
( 93 * 67 ) % 10,1,10,addition
( 21 * 77 ) % 10,7,10,addition
( 51 + 67 ) % 10,8,10,addition
( 81 * 58 ) % 10,8,10,addition
( 98 + 46 ) % 10,4,10,addition
( 55 * 43 ) % 10,5,10,addition
( 32 + 73 ) % 10,5,10,addition
( 47 * 90 ) % 10,0,10,addition
( 29 + 89 ) % 10,8,10,addition
( 58 * 45 ) % 10,0,10,addition
( 62 + 93 ) % 10,5,10,addition
( 4 + 71 ) % 10,5,10,addition
