input,output,modulus,operation
(97 * 3 * 96) % 10,6,10,multiplication
(43 * 50 * 61) % 10,0,10,multiplication
(84 * 29 * 37) % 10,2,10,multiplication
(84 + 39 * 64) % 10,0,10,addAndMulti
(47 * 11 * 39) % 10,3,10,multiplication
(71 * 72 + 10) % 10,2,10,addAndMulti
(83 + 17 + 29) % 10,9,10,addition
(19 * 59 * 80) % 10,0,10,multiplication
(13 * 86 + 46) % 10,4,10,addAndMulti
(87 * 3 + 27) % 10,8,10,addAndMulti
(39 + 32 * 78) % 10,5,10,addAndMulti
(41 * 23 + 91) % 10,4,10,addAndMulti
(64 * 28 * 18) % 10,6,10,multiplication
(54 * 57 * 27) % 10,6,10,multiplication
(55 * 86 * 12) % 10,0,10,multiplication
(53 * 99 * 25) % 10,5,10,multiplication
(70 * 82 * 23) % 10,0,10,multiplication
(84 * 6 * 81) % 10,4,10,multiplication
(87 + 46 + 32) % 10,5,10,addition
(5 + 30 + 86) % 10,1,10,addition
(42 + 26 * 33) % 10,0,10,addAndMulti
(25 + 24 + 37) % 10,6,10,addition
(82 + 30 + 62) % 10,4,10,addition
(95 * 57 + 1) % 10,6,10,addAndMulti
(47 * 79 * 46) % 10,8,10,multiplication
(21 * 32 + 0) % 10,2,10,addAndMulti
(22 + 18 + 81) % 10,1,10,addition
(70 + 85 * 12) % 10,0,10,addAndMulti
(0 + 50 * 38) % 10,0,10,addAndMulti
(22 + 75 * 12) % 10,2,10,addAndMulti
(74 * 13 + 98) % 10,0,10,addAndMulti
(37 * 58 + 52) % 10,8,10,addAndMulti
(20 * 80 + 55) % 10,5,10,addAndMulti
(50 * 16 + 79) % 10,9,10,addAndMulti
(89 * 98 + 32) % 10,4,10,addAndMulti
(59 + 86 + 50) % 10,5,10,addition
(89 + 31 + 57) % 10,7,10,addition
(88 * 50 * 87) % 10,0,10,multiplication
(78 * 83 * 99) % 10,6,10,multiplication
(18 + 90 * 19) % 10,8,10,addAndMulti
(94 + 58 + 60) % 10,2,10,addition
(96 * 8 + 32) % 10,0,10,addAndMulti
(11 * 9 * 93) % 10,7,10,multiplication
(96 * 34 + 0) % 10,4,10,addAndMulti
(89 + 65 * 22) % 10,9,10,addAndMulti
(44 * 61 + 15) % 10,9,10,addAndMulti
(94 + 67 + 96) % 10,7,10,addition
(66 * 65 + 53) % 10,3,10,addAndMulti
(53 * 72 + 3) % 10,9,10,addAndMulti
(96 * 61 * 18) % 10,8,10,multiplication
(58 + 13 + 47) % 10,8,10,addition
(89 * 77 * 49) % 10,7,10,multiplication
(16 * 59 + 24) % 10,8,10,addAndMulti
(7 + 50 * 42) % 10,7,10,addAndMulti
(75 * 41 * 34) % 10,0,10,multiplication
(44 + 48 + 32) % 10,4,10,addition
(49 * 53 + 9) % 10,6,10,addAndMulti
(27 * 70 + 48) % 10,8,10,addAndMulti
(49 + 37 * 95) % 10,4,10,addAndMulti
(0 + 94 + 77) % 10,1,10,addition
(73 * 71 * 63) % 10,9,10,multiplication
(49 + 81 * 1) % 10,0,10,addAndMulti
(37 * 69 + 8) % 10,1,10,addAndMulti
(37 + 83 + 96) % 10,6,10,addition
(6 + 72 + 80) % 10,8,10,addition
(61 * 25 * 15) % 10,5,10,multiplication
(23 + 80 * 10) % 10,3,10,addAndMulti
(28 + 37 + 43) % 10,8,10,addition
(57 + 63 * 41) % 10,0,10,addAndMulti
(2 * 70 * 20) % 10,0,10,multiplication
(86 + 63 + 75) % 10,4,10,addition
(15 * 7 * 67) % 10,5,10,multiplication
(14 + 6 + 42) % 10,2,10,addition
(81 * 87 + 52) % 10,9,10,addAndMulti
(25 + 29 * 27) % 10,8,10,addAndMulti
(55 + 14 + 65) % 10,4,10,addition
(76 * 94 * 24) % 10,6,10,multiplication
(14 + 40 * 6) % 10,4,10,addAndMulti
(96 + 83 * 92) % 10,2,10,addAndMulti
(82 * 73 * 7) % 10,2,10,multiplication
(31 + 46 + 9) % 10,6,10,addition
(40 * 93 * 18) % 10,0,10,multiplication
(93 + 50 * 1) % 10,3,10,addAndMulti
(65 + 21 * 0) % 10,5,10,addAndMulti
(34 + 47 + 74) % 10,5,10,addition
(7 * 24 + 99) % 10,7,10,addAndMulti
(63 * 32 + 57) % 10,3,10,addAndMulti
(2 + 7 * 59) % 10,5,10,addAndMulti
(20 * 44 + 17) % 10,7,10,addAndMulti
(20 + 35 + 39) % 10,4,10,addition
(9 + 5 + 58) % 10,2,10,addition
(17 * 48 + 41) % 10,7,10,addAndMulti
(45 * 71 + 99) % 10,4,10,addAndMulti
(51 + 54 + 24) % 10,9,10,addition
(16 * 31 + 45) % 10,1,10,addAndMulti
(36 * 41 * 7) % 10,2,10,multiplication
(65 * 72 + 84) % 10,4,10,addAndMulti
(63 + 62 * 85) % 10,3,10,addAndMulti
(52 + 65 * 99) % 10,7,10,addAndMulti
(18 * 12 * 38) % 10,8,10,multiplication
(97 * 45 + 43) % 10,8,10,addAndMulti
(35 + 62 * 72) % 10,9,10,addAndMulti
(88 * 98 * 40) % 10,0,10,multiplication
(97 * 24 * 21) % 10,8,10,multiplication
(29 * 79 + 11) % 10,2,10,addAndMulti
(52 + 91 + 94) % 10,7,10,addition
(28 * 88 * 3) % 10,2,10,multiplication
(57 + 95 * 72) % 10,7,10,addAndMulti
(41 * 31 + 90) % 10,1,10,addAndMulti
(77 + 90 * 10) % 10,7,10,addAndMulti
(92 + 80 * 89) % 10,2,10,addAndMulti
(25 * 56 + 86) % 10,6,10,addAndMulti
(42 + 14 * 73) % 10,4,10,addAndMulti
(4 + 31 + 24) % 10,9,10,addition
(88 + 63 + 35) % 10,6,10,addition
(45 * 40 * 39) % 10,0,10,multiplication
(94 * 35 * 2) % 10,0,10,multiplication
(69 * 61 + 44) % 10,3,10,addAndMulti
(74 + 47 + 67) % 10,8,10,addition
(13 + 91 + 95) % 10,9,10,addition
(9 + 81 * 45) % 10,4,10,addAndMulti
(35 * 21 * 73) % 10,5,10,multiplication
(75 * 9 + 25) % 10,0,10,addAndMulti
(75 + 86 + 38) % 10,9,10,addition
(21 + 46 * 43) % 10,9,10,addAndMulti
(31 * 74 * 91) % 10,4,10,multiplication
(98 + 38 + 99) % 10,5,10,addition
(63 * 92 * 29) % 10,4,10,multiplication
(10 * 0 + 8) % 10,8,10,addAndMulti
(53 * 16 * 23) % 10,4,10,multiplication
(84 * 42 + 85) % 10,3,10,addAndMulti
(22 * 66 + 29) % 10,1,10,addAndMulti
(3 + 52 + 62) % 10,7,10,addition
(47 + 86 + 85) % 10,8,10,addition
(20 * 91 * 25) % 10,0,10,multiplication
(33 + 45 + 29) % 10,7,10,addition
(42 * 1 * 2) % 10,4,10,multiplication
(11 * 44 * 43) % 10,2,10,multiplication
(61 * 54 * 4) % 10,6,10,multiplication
(83 + 78 * 96) % 10,1,10,addAndMulti
(93 * 97 + 2) % 10,3,10,addAndMulti
(59 + 47 + 34) % 10,0,10,addition
(25 * 63 + 54) % 10,9,10,addAndMulti
(1 * 27 + 33) % 10,0,10,addAndMulti
(13 + 54 * 38) % 10,5,10,addAndMulti
(20 + 42 * 12) % 10,4,10,addAndMulti
(80 * 27 * 91) % 10,0,10,multiplication
(3 * 2 + 1) % 10,7,10,addAndMulti
(86 * 77 + 29) % 10,1,10,addAndMulti
(59 + 21 * 18) % 10,7,10,addAndMulti
(65 * 77 * 45) % 10,5,10,multiplication
(61 + 56 * 44) % 10,5,10,addAndMulti
(74 * 12 * 69) % 10,2,10,multiplication
(45 + 33 + 20) % 10,8,10,addition
(64 * 87 * 24) % 10,2,10,multiplication
(61 * 56 + 23) % 10,9,10,addAndMulti
(97 * 60 * 50) % 10,0,10,multiplication
(31 * 47 + 44) % 10,1,10,addAndMulti
(43 * 57 * 90) % 10,0,10,multiplication
(74 + 3 + 56) % 10,3,10,addition
(50 + 86 + 16) % 10,2,10,addition
(48 + 21 * 86) % 10,4,10,addAndMulti
(55 * 16 * 72) % 10,0,10,multiplication
(9 * 50 * 0) % 10,0,10,multiplication
(67 * 68 + 99) % 10,5,10,addAndMulti
(25 + 59 * 54) % 10,1,10,addAndMulti
(94 + 27 + 9) % 10,0,10,addition
(57 + 17 + 41) % 10,5,10,addition
(8 + 82 * 59) % 10,6,10,addAndMulti
(70 * 75 + 2) % 10,2,10,addAndMulti
(75 * 42 + 48) % 10,8,10,addAndMulti
(53 + 96 + 85) % 10,4,10,addition
(41 + 63 + 92) % 10,6,10,addition
(99 * 55 * 2) % 10,0,10,multiplication
(50 * 54 * 13) % 10,0,10,multiplication
(1 + 5 * 42) % 10,1,10,addAndMulti
(95 * 66 * 11) % 10,0,10,multiplication
(82 + 60 * 62) % 10,2,10,addAndMulti
(62 * 95 * 57) % 10,0,10,multiplication
(64 + 35 + 43) % 10,2,10,addition
(4 * 10 + 92) % 10,2,10,addAndMulti
(99 * 34 + 83) % 10,9,10,addAndMulti
(27 * 51 + 16) % 10,3,10,addAndMulti
(24 * 78 + 39) % 10,1,10,addAndMulti
(89 * 37 + 88) % 10,1,10,addAndMulti
(17 + 14 * 95) % 10,7,10,addAndMulti
(80 * 54 * 8) % 10,0,10,multiplication
(52 + 54 + 31) % 10,7,10,addition
(4 * 71 * 13) % 10,2,10,multiplication
(47 + 13 * 7) % 10,8,10,addAndMulti
(75 * 63 * 97) % 10,5,10,multiplication
(15 + 21 + 8) % 10,4,10,addition
(55 + 14 + 60) % 10,9,10,addition
(59 + 68 * 1) % 10,7,10,addAndMulti
(66 + 56 + 36) % 10,8,10,addition
(39 + 18 * 34) % 10,1,10,addAndMulti
(20 * 96 + 37) % 10,7,10,addAndMulti
(33 + 74 + 31) % 10,8,10,addition
(66 * 21 + 65) % 10,1,10,addAndMulti
(27 * 77 * 21) % 10,9,10,multiplication
(99 + 31 + 31) % 10,1,10,addition
(60 * 77 * 57) % 10,0,10,multiplication
(92 * 25 * 98) % 10,0,10,multiplication
(35 * 43 + 22) % 10,7,10,addAndMulti
(80 * 51 + 9) % 10,9,10,addAndMulti
(91 * 30 * 54) % 10,0,10,multiplication
(90 * 86 * 21) % 10,0,10,multiplication
(6 + 39 * 69) % 10,7,10,addAndMulti
(6 * 0 + 3) % 10,3,10,addAndMulti
(89 + 26 + 66) % 10,1,10,addition
(22 * 66 * 45) % 10,0,10,multiplication
(80 * 84 * 8) % 10,0,10,multiplication
(36 + 95 * 5) % 10,1,10,addAndMulti
(56 + 55 + 26) % 10,7,10,addition
(47 * 47 * 14) % 10,6,10,multiplication
(80 * 29 * 74) % 10,0,10,multiplication
(5 + 23 + 76) % 10,4,10,addition
(38 + 2 + 81) % 10,1,10,addition
(26 * 76 + 83) % 10,9,10,addAndMulti
(64 + 18 + 58) % 10,0,10,addition
(26 * 0 * 92) % 10,0,10,multiplication
(46 * 54 * 33) % 10,2,10,multiplication
(70 * 15 + 23) % 10,3,10,addAndMulti
(34 + 58 * 0) % 10,4,10,addAndMulti
(74 + 94 * 29) % 10,0,10,addAndMulti
(88 + 3 + 77) % 10,8,10,addition
(52 + 45 * 29) % 10,7,10,addAndMulti
(42 + 37 + 73) % 10,2,10,addition
(3 * 69 + 81) % 10,8,10,addAndMulti
(79 * 6 + 89) % 10,3,10,addAndMulti
(29 + 5 * 42) % 10,9,10,addAndMulti
(83 * 88 + 38) % 10,2,10,addAndMulti
(26 + 70 + 48) % 10,4,10,addition
(52 * 11 * 2) % 10,4,10,multiplication
(67 + 30 * 3) % 10,7,10,addAndMulti
(14 * 70 + 6) % 10,6,10,addAndMulti
(41 * 98 + 73) % 10,1,10,addAndMulti
(8 * 6 * 35) % 10,0,10,multiplication
(22 * 23 + 72) % 10,8,10,addAndMulti
(81 * 91 + 74) % 10,5,10,addAndMulti
(83 + 56 * 2) % 10,5,10,addAndMulti
(76 * 72 + 63) % 10,5,10,addAndMulti
(70 + 32 * 19) % 10,8,10,addAndMulti
(68 + 52 * 19) % 10,6,10,addAndMulti
(64 + 62 * 62) % 10,8,10,addAndMulti
(53 + 23 + 63) % 10,9,10,addition
(75 + 75 * 33) % 10,0,10,addAndMulti
(6 * 14 * 81) % 10,4,10,multiplication
(17 * 46 + 31) % 10,3,10,addAndMulti
(13 * 88 * 25) % 10,0,10,multiplication
(75 + 19 + 6) % 10,0,10,addition
(29 * 52 * 12) % 10,6,10,multiplication
(33 + 45 + 32) % 10,0,10,addition
(22 * 80 * 71) % 10,0,10,multiplication
(28 * 3 * 84) % 10,6,10,multiplication
(2 * 47 * 0) % 10,0,10,multiplication
(17 * 48 + 25) % 10,1,10,addAndMulti
(80 + 0 + 80) % 10,0,10,addition
(99 * 5 * 99) % 10,5,10,multiplication
(79 + 98 + 9) % 10,6,10,addition
(50 * 6 + 97) % 10,7,10,addAndMulti
(23 + 97 * 32) % 10,7,10,addAndMulti
(88 + 33 * 93) % 10,7,10,addAndMulti
(33 + 89 + 20) % 10,2,10,addition
(40 + 79 * 93) % 10,7,10,addAndMulti
(5 * 24 * 57) % 10,0,10,multiplication
(62 + 94 * 92) % 10,0,10,addAndMulti
(17 * 3 + 22) % 10,3,10,addAndMulti
(92 * 81 * 28) % 10,6,10,multiplication
(14 + 26 * 54) % 10,8,10,addAndMulti
(20 + 94 + 32) % 10,6,10,addition
(74 + 3 * 42) % 10,0,10,addAndMulti
(83 * 92 * 86) % 10,6,10,multiplication
(70 * 4 + 26) % 10,6,10,addAndMulti
(71 * 65 * 30) % 10,0,10,multiplication
(12 * 11 * 97) % 10,4,10,multiplication
(47 * 34 + 10) % 10,8,10,addAndMulti
(75 + 38 * 14) % 10,7,10,addAndMulti
(79 * 55 * 58) % 10,0,10,multiplication
(97 * 54 + 27) % 10,5,10,addAndMulti
(79 * 31 + 29) % 10,8,10,addAndMulti
(94 * 40 + 74) % 10,4,10,addAndMulti
(77 + 88 + 66) % 10,1,10,addition
(52 * 51 + 86) % 10,8,10,addAndMulti
(63 + 60 + 73) % 10,6,10,addition
(79 + 86 + 24) % 10,9,10,addition
(2 + 74 * 91) % 10,6,10,addAndMulti
(8 + 57 * 91) % 10,5,10,addAndMulti
(8 * 13 + 31) % 10,5,10,addAndMulti
(60 * 63 * 55) % 10,0,10,multiplication
(58 * 76 + 26) % 10,4,10,addAndMulti
(81 * 97 + 4) % 10,1,10,addAndMulti
(47 * 68 * 54) % 10,4,10,multiplication
(93 * 30 * 24) % 10,0,10,multiplication
(52 + 65 * 65) % 10,7,10,addAndMulti
(0 + 28 * 56) % 10,8,10,addAndMulti
(85 * 11 + 41) % 10,6,10,addAndMulti
(78 * 25 * 62) % 10,0,10,multiplication
(47 + 20 + 62) % 10,9,10,addition
(57 * 43 * 69) % 10,9,10,multiplication
(45 + 94 * 37) % 10,3,10,addAndMulti
(0 * 98 * 64) % 10,0,10,multiplication
(81 + 43 + 50) % 10,4,10,addition
(79 * 57 * 34) % 10,2,10,multiplication
(33 * 28 + 28) % 10,2,10,addAndMulti
(38 * 84 + 47) % 10,9,10,addAndMulti
(58 * 22 + 28) % 10,4,10,addAndMulti
(99 * 4 * 2) % 10,2,10,multiplication
(69 * 99 * 54) % 10,4,10,multiplication
(92 + 92 * 40) % 10,2,10,addAndMulti
(61 * 19 * 25) % 10,5,10,multiplication
(62 + 12 * 92) % 10,6,10,addAndMulti
(86 * 10 + 26) % 10,6,10,addAndMulti
(45 * 68 + 49) % 10,9,10,addAndMulti
(69 + 36 * 52) % 10,1,10,addAndMulti
(54 + 47 + 80) % 10,1,10,addition
(38 + 60 * 7) % 10,8,10,addAndMulti
(63 * 70 + 10) % 10,0,10,addAndMulti
(48 + 16 + 15) % 10,9,10,addition
(69 + 53 * 99) % 10,6,10,addAndMulti
(94 + 10 + 22) % 10,6,10,addition
(72 * 7 * 6) % 10,4,10,multiplication
(23 + 52 * 88) % 10,9,10,addAndMulti
(36 * 61 + 60) % 10,6,10,addAndMulti
(39 + 54 * 86) % 10,3,10,addAndMulti
(36 * 19 * 58) % 10,2,10,multiplication
(36 * 23 + 74) % 10,2,10,addAndMulti
(43 + 44 * 51) % 10,7,10,addAndMulti
(86 + 93 * 33) % 10,5,10,addAndMulti
(34 * 87 + 28) % 10,6,10,addAndMulti
(42 * 76 * 61) % 10,2,10,multiplication
(37 + 11 * 39) % 10,6,10,addAndMulti
(93 * 11 * 1) % 10,3,10,multiplication
(27 + 30 * 20) % 10,7,10,addAndMulti
(96 * 17 * 37) % 10,4,10,multiplication
(66 + 53 + 8) % 10,7,10,addition
(44 + 4 + 20) % 10,8,10,addition
(74 + 81 + 67) % 10,2,10,addition
(10 + 50 + 83) % 10,3,10,addition
(18 + 95 + 8) % 10,1,10,addition
(6 * 19 * 17) % 10,8,10,multiplication
(81 + 31 * 6) % 10,7,10,addAndMulti
(97 * 55 + 52) % 10,7,10,addAndMulti
(71 + 79 + 57) % 10,7,10,addition
(96 * 3 + 5) % 10,3,10,addAndMulti
(62 + 30 * 86) % 10,2,10,addAndMulti
(95 + 16 * 83) % 10,3,10,addAndMulti
(5 + 30 * 40) % 10,5,10,addAndMulti
(9 + 89 + 53) % 10,1,10,addition
(8 + 33 + 86) % 10,7,10,addition
(83 * 88 + 54) % 10,8,10,addAndMulti
(11 + 29 + 5) % 10,5,10,addition
(76 + 30 * 6) % 10,6,10,addAndMulti
(98 + 78 * 74) % 10,0,10,addAndMulti
(54 + 22 * 34) % 10,2,10,addAndMulti
(92 * 58 * 16) % 10,6,10,multiplication
(44 + 2 * 15) % 10,4,10,addAndMulti
(79 + 59 * 76) % 10,3,10,addAndMulti
(76 + 4 + 10) % 10,0,10,addition
(55 * 89 * 78) % 10,0,10,multiplication
(43 * 41 + 83) % 10,6,10,addAndMulti
(46 + 78 + 46) % 10,0,10,addition
(34 + 27 + 6) % 10,7,10,addition
(0 + 54 * 16) % 10,4,10,addAndMulti
(17 * 43 + 25) % 10,6,10,addAndMulti
(56 + 86 * 74) % 10,0,10,addAndMulti
(99 + 64 + 47) % 10,0,10,addition
(38 + 82 + 79) % 10,9,10,addition
(75 + 3 * 86) % 10,3,10,addAndMulti
(19 * 62 + 85) % 10,3,10,addAndMulti
(94 + 13 * 98) % 10,8,10,addAndMulti
(5 * 50 * 34) % 10,0,10,multiplication
(71 + 62 * 29) % 10,9,10,addAndMulti
(77 + 12 + 17) % 10,6,10,addition
(84 + 68 + 30) % 10,2,10,addition
(64 + 75 * 47) % 10,9,10,addAndMulti
(79 + 17 + 49) % 10,5,10,addition
(29 * 78 + 8) % 10,0,10,addAndMulti
(9 * 21 * 87) % 10,3,10,multiplication
(93 * 65 + 20) % 10,5,10,addAndMulti
(13 * 5 + 36) % 10,1,10,addAndMulti
(25 + 69 * 40) % 10,5,10,addAndMulti
(46 + 12 + 2) % 10,0,10,addition
(35 * 11 + 2) % 10,7,10,addAndMulti
(14 * 42 * 5) % 10,0,10,multiplication
(28 * 61 + 33) % 10,1,10,addAndMulti
(10 * 35 + 48) % 10,8,10,addAndMulti
(33 + 31 * 81) % 10,4,10,addAndMulti
(97 * 25 + 96) % 10,1,10,addAndMulti
(53 * 4 * 49) % 10,8,10,multiplication
(88 * 75 + 25) % 10,5,10,addAndMulti
(56 + 99 * 51) % 10,5,10,addAndMulti
(53 + 78 + 21) % 10,2,10,addition
(28 * 99 + 24) % 10,6,10,addAndMulti
(96 * 85 + 40) % 10,0,10,addAndMulti
(55 * 99 + 57) % 10,2,10,addAndMulti
(64 * 19 + 36) % 10,2,10,addAndMulti
(23 + 67 + 91) % 10,1,10,addition
(94 * 33 * 57) % 10,4,10,multiplication
(44 * 46 * 76) % 10,4,10,multiplication
(32 + 13 + 29) % 10,4,10,addition
(34 * 58 * 91) % 10,2,10,multiplication
(6 + 97 * 44) % 10,4,10,addAndMulti
(85 * 91 + 84) % 10,9,10,addAndMulti
(76 + 42 * 28) % 10,2,10,addAndMulti
(76 + 65 + 99) % 10,0,10,addition
(12 + 26 + 37) % 10,5,10,addition
(34 * 28 * 26) % 10,2,10,multiplication
(83 * 16 + 1) % 10,9,10,addAndMulti
(28 + 0 + 4) % 10,2,10,addition
(74 * 58 + 61) % 10,3,10,addAndMulti
(88 * 59 * 99) % 10,8,10,multiplication
(12 * 16 * 19) % 10,8,10,multiplication
(80 * 62 + 12) % 10,2,10,addAndMulti
(23 + 3 + 75) % 10,1,10,addition
(72 + 14 * 58) % 10,4,10,addAndMulti
(98 * 54 * 65) % 10,0,10,multiplication
(84 + 4 + 68) % 10,6,10,addition
(26 * 41 + 10) % 10,6,10,addAndMulti
(4 + 55 + 57) % 10,6,10,addition
(23 + 25 + 13) % 10,1,10,addition
(85 * 54 + 33) % 10,3,10,addAndMulti
(55 + 27 + 59) % 10,1,10,addition
(15 * 74 * 48) % 10,0,10,multiplication
(90 + 33 + 29) % 10,2,10,addition
(65 * 64 + 55) % 10,5,10,addAndMulti
(31 + 84 + 3) % 10,8,10,addition
(56 * 36 + 47) % 10,3,10,addAndMulti
(95 * 64 + 98) % 10,8,10,addAndMulti
(2 * 94 + 43) % 10,1,10,addAndMulti
(45 + 36 + 18) % 10,9,10,addition
(96 * 95 + 41) % 10,1,10,addAndMulti
(81 + 58 + 84) % 10,3,10,addition
(7 + 46 + 97) % 10,0,10,addition
(92 * 22 + 15) % 10,9,10,addAndMulti
(20 + 79 * 99) % 10,1,10,addAndMulti
(18 * 84 + 98) % 10,0,10,addAndMulti
(94 * 1 + 34) % 10,8,10,addAndMulti
(15 + 9 * 10) % 10,5,10,addAndMulti
(64 * 76 + 62) % 10,6,10,addAndMulti
(14 * 78 + 50) % 10,2,10,addAndMulti
(80 * 46 + 30) % 10,0,10,addAndMulti
(19 * 96 * 19) % 10,6,10,multiplication
(86 * 0 + 1) % 10,1,10,addAndMulti
(59 + 47 + 63) % 10,9,10,addition
(61 * 74 * 23) % 10,2,10,multiplication
(64 + 97 * 20) % 10,4,10,addAndMulti
(73 * 26 + 12) % 10,0,10,addAndMulti
(85 + 92 + 45) % 10,2,10,addition
(74 + 81 * 93) % 10,7,10,addAndMulti
(14 + 72 * 27) % 10,8,10,addAndMulti
(13 + 73 + 2) % 10,8,10,addition
(30 + 36 * 15) % 10,0,10,addAndMulti
(25 * 54 + 41) % 10,1,10,addAndMulti
(4 + 3 * 2) % 10,0,10,addAndMulti
(28 * 66 * 0) % 10,0,10,multiplication
(14 * 14 * 27) % 10,2,10,multiplication
(74 + 19 * 89) % 10,5,10,addAndMulti
(97 * 25 * 39) % 10,5,10,multiplication
(58 * 96 + 99) % 10,7,10,addAndMulti
(7 + 85 * 73) % 10,2,10,addAndMulti
(30 * 85 * 50) % 10,0,10,multiplication
(27 * 24 + 68) % 10,6,10,addAndMulti
(43 + 25 * 50) % 10,3,10,addAndMulti
(66 * 13 * 13) % 10,4,10,multiplication
(78 * 26 * 42) % 10,6,10,multiplication
(40 * 49 * 79) % 10,0,10,multiplication
(97 * 86 * 63) % 10,6,10,multiplication
(13 * 5 + 17) % 10,2,10,addAndMulti
(56 + 64 + 85) % 10,5,10,addition
(29 + 64 * 39) % 10,5,10,addAndMulti
(18 * 37 + 23) % 10,9,10,addAndMulti
(28 + 90 * 40) % 10,8,10,addAndMulti
(58 * 76 + 59) % 10,7,10,addAndMulti
(62 * 53 + 96) % 10,2,10,addAndMulti
(15 * 67 * 25) % 10,5,10,multiplication
(0 * 23 * 41) % 10,0,10,multiplication
(65 * 67 * 56) % 10,0,10,multiplication
(31 + 47 + 21) % 10,9,10,addition
(16 + 37 * 91) % 10,3,10,addAndMulti
(83 * 48 * 59) % 10,6,10,multiplication
(75 * 2 * 8) % 10,0,10,multiplication
(27 * 17 + 37) % 10,6,10,addAndMulti
(10 * 27 + 84) % 10,4,10,addAndMulti
(88 + 17 * 86) % 10,0,10,addAndMulti
(12 * 67 + 89) % 10,3,10,addAndMulti
(48 + 14 + 23) % 10,5,10,addition
(60 * 26 * 25) % 10,0,10,multiplication
(67 + 30 * 53) % 10,7,10,addAndMulti
(84 * 84 + 85) % 10,1,10,addAndMulti
(86 * 47 + 62) % 10,4,10,addAndMulti
(37 + 61 * 95) % 10,2,10,addAndMulti
(14 + 1 + 81) % 10,6,10,addition
(81 + 98 * 50) % 10,1,10,addAndMulti
(61 + 31 + 93) % 10,5,10,addition
(52 * 17 * 7) % 10,8,10,multiplication
(39 + 35 * 45) % 10,4,10,addAndMulti
(54 * 69 + 19) % 10,5,10,addAndMulti
(47 * 11 * 78) % 10,6,10,multiplication
(55 + 91 + 47) % 10,3,10,addition
(56 * 13 * 48) % 10,4,10,multiplication
(9 + 51 * 83) % 10,2,10,addAndMulti
(49 + 16 + 71) % 10,6,10,addition
(95 + 63 + 98) % 10,6,10,addition
(34 + 32 * 42) % 10,8,10,addAndMulti
(61 + 17 * 18) % 10,7,10,addAndMulti
(48 * 33 * 38) % 10,2,10,multiplication
(75 * 49 + 3) % 10,8,10,addAndMulti
(26 + 14 * 56) % 10,0,10,addAndMulti
(10 + 90 + 41) % 10,1,10,addition
(69 * 32 + 31) % 10,9,10,addAndMulti
(82 + 55 * 86) % 10,2,10,addAndMulti
(88 + 74 * 17) % 10,6,10,addAndMulti
(91 * 14 * 23) % 10,2,10,multiplication
(82 * 70 + 92) % 10,2,10,addAndMulti
(82 * 22 * 58) % 10,2,10,multiplication
(71 + 16 * 41) % 10,7,10,addAndMulti
(69 + 52 * 14) % 10,7,10,addAndMulti
(92 * 34 + 19) % 10,7,10,addAndMulti
(95 * 57 + 27) % 10,2,10,addAndMulti
(73 + 2 * 98) % 10,9,10,addAndMulti
(33 * 83 * 16) % 10,4,10,multiplication
(4 + 25 * 85) % 10,9,10,addAndMulti
(54 + 13 * 45) % 10,9,10,addAndMulti
(47 + 4 * 92) % 10,5,10,addAndMulti
(38 * 78 + 9) % 10,3,10,addAndMulti
(71 * 60 * 88) % 10,0,10,multiplication
(35 + 25 * 47) % 10,0,10,addAndMulti
(31 + 10 * 59) % 10,1,10,addAndMulti
(95 + 4 * 38) % 10,7,10,addAndMulti
(13 * 66 * 20) % 10,0,10,multiplication
(22 * 65 * 54) % 10,0,10,multiplication
(86 * 76 + 51) % 10,7,10,addAndMulti
(26 + 29 + 73) % 10,8,10,addition
(36 * 46 * 49) % 10,4,10,multiplication
(71 * 71 * 22) % 10,2,10,multiplication
(20 * 88 * 48) % 10,0,10,multiplication
(16 + 31 * 40) % 10,6,10,addAndMulti
(76 + 10 * 72) % 10,6,10,addAndMulti
(55 + 78 * 46) % 10,3,10,addAndMulti
(36 + 29 + 28) % 10,3,10,addition
(35 + 5 + 69) % 10,9,10,addition
(91 * 66 * 17) % 10,2,10,multiplication
(69 * 59 * 40) % 10,0,10,multiplication
(38 + 68 + 37) % 10,3,10,addition
(37 * 71 * 81) % 10,7,10,multiplication
(64 + 79 * 88) % 10,6,10,addAndMulti
(96 * 54 + 54) % 10,8,10,addAndMulti
(30 + 59 * 99) % 10,1,10,addAndMulti
(38 * 97 * 20) % 10,0,10,multiplication
(57 + 93 + 45) % 10,5,10,addition
(32 + 31 + 78) % 10,1,10,addition
(30 * 70 * 82) % 10,0,10,multiplication
(75 * 48 * 71) % 10,0,10,multiplication
(34 * 15 + 35) % 10,5,10,addAndMulti
(12 + 16 * 87) % 10,4,10,addAndMulti
(12 * 1 * 54) % 10,8,10,multiplication
(52 * 37 * 83) % 10,2,10,multiplication
(26 + 74 * 83) % 10,8,10,addAndMulti
(79 + 3 + 5) % 10,7,10,addition
(78 + 23 + 78) % 10,9,10,addition
(43 * 37 + 18) % 10,9,10,addAndMulti
(33 + 55 + 98) % 10,6,10,addition
(0 * 28 + 6) % 10,6,10,addAndMulti
(11 + 46 * 81) % 10,7,10,addAndMulti
(82 + 8 * 75) % 10,2,10,addAndMulti
(27 + 37 + 93) % 10,7,10,addition
(96 * 40 * 18) % 10,0,10,multiplication
(45 + 0 * 56) % 10,5,10,addAndMulti
